gitPushCount,accountAge,username,userType
0,59.04911766901621,alemhnan,Contributor
0,78.77439056594908,jonog,Contributor
0,247.52120546684026,aquilax,Contributor
0,45.31205736096065,samirBoulil,Contributor
0,70.04989856854166,blablabla1234567,Contributor
0,63.5804148190162,amitasthana,Contributor
0,32.26426780087963,mkulinski,Contributor
0,67.91114391130786,Corenzan,Contributor
0,56.21534602125,simonyost,Contributor
0,31.71908085484954,bvoskerijian,Contributor
0,43.81982190267361,QuarQuar,Contributor
0,35.23441547082176,Allen,Contributor
0,323.9014263470834,hishamabdoh,Core
0,66.98514690962963,javierromero,Contributor
0,83.47564285643519,salvadorgirones,Contributor
0,63.57163933350695,robaswani,Contributor
0,40.9255196328588,jonathanrwallace,Contributor
0,31.314961046655093,monigarr,Contributor
0,4.388757816342593,iamlukaszajic,Contributor
0,247.69117543187502,davidbrear,Contributor
0,89.94137414936343,kristen,Contributor
0,116.927053424375,sandmansandine,Contributor
0,23.141021148900464,TheGautamGupta,Core
0,58.903813170393526,mccombs,Contributor
0,298.6294803292361,wittytom,Core
0,76.5166796495949,wangwailok,Contributor
0,33.40093556403935,rstets,Contributor
0,52.2353317574537,mklickman,Contributor
0,48.98651365633102,growthHacker,Contributor
0,236.97358106199073,jbreinlinger,Contributor
0,59.06020064150463,dmix,Contributor
0,47.89923134579861,accell,Contributor
0,269.91324888440977,skymaiden,Contributor
0,74.20651886368056,kairtik,Contributor
0,88.12637090335649,Jens,Contributor
0,58.59876503513889,artur,Contributor
0,44.240386361273146,vtrrsl,Contributor
0,166.65410729025461,loomz,Contributor
0,250.9322046214352,shaunyq,Contributor
0,320.9737484867245,mcmahonempire,Contributor
0,83.00506997649306,johnnylambada,Contributor
0,38.11803984953704,ianwold,Contributor
0,88.2267588554051,talon,Core
0,24.854616041782407,dangayle,Contributor
0,53.50626921974538,Rimvydas,Contributor
0,82.95638469189815,eskatrem,Contributor
0,275.0704920854514,Pak,Contributor
0,4.742834125127315,LiamShalon,Contributor
0,88.04165930048612,pavelfest,Contributor
0,124.56846367517362,manusajith,Contributor
0,82.2149921959838,joshbarker,Contributor
0,31.865879361041664,rcalsaverini,Contributor
0,110.0395064116088,daviddarnes,Contributor
0,69.26138757746527,kenna,Contributor
0,97.32758870298612,cage,Contributor
0,9.552764168819445,tatwater,Contributor
0,35.85575914001158,angelxmoreno,Contributor
0,67.45040941409722,erwasambo,Contributor
0,58.98065615068287,vespakoen,Contributor
0,124.50418556215278,CodeMangler,Contributor
0,65.43744256362268,rkholonyuk,Contributor
0,62.372517268472215,coderaiser,Contributor
0,47.899290522430555,yoraybradbury,Contributor
0,232.65887716271993,katekendall,Contributor
0,338.56995377608797,bbugguj,Contributor
0,272.4325090248727,glynjackson,Contributor
0,369.0506338532523,damir,Contributor
0,234.96055169212963,goblortikus,Contributor
0,295.8012505905556,omar49,Contributor
0,202.8679199123148,dahbearz,Contributor
0,124.02258966193287,jnettome,Contributor
0,106.96493170156249,naquiuddin,Contributor
0,62.390488419606484,theflexbird,Contributor
0,30.689218182175924,idaunis,Contributor
1,250.9699641984375,laughkat,Contributor
0,345.99347478843754,bentrengrove,Contributor
0,289.8060362947917,L4RRY,Contributor
0,213.9140481903588,Rshields,Contributor
20,42.861146257777776,bishisht,Core
0,358.81562612850695,audreyfischer,Core
0,115.75821114135417,ryepdx,Contributor
0,54.59369450954861,vickyonit,Contributor
0,368.9098998012384,Daywalker7,Contributor
0,161.28518981665508,menot99,Contributor
0,250.93420336283566,jdennes,Contributor
0,337.19269100445604,zeroion,Contributor
0,91.16677517047454,keyvanfatehi,Core
0,247.58719826672456,adamd,Contributor
0,61.5681867416088,ikemesit,Contributor
0,62.384800714143516,jlmartinpeinado,Contributor
0,368.9601865237616,kyeung,Contributor
0,51.22190987521991,floriankrueger,Contributor
0,59.04650991640046,alecturnbull,Contributor
0,161.23618128936343,grotman,Contributor
0,269.57752359568286,Prometheus-33,Contributor
0,142.3782222846875,CarolineGao,Contributor
0,35.19633723112268,zhengweiyi,Contributor
0,58.28024594023148,Mikey,Core
0,124.02131066606482,taylorfausak,Contributor
0,63.531006902476854,jeffb,Contributor
0,283.9168346751621,ADhuna,Contributor
0,27.05129496042824,kenneth,Contributor
0,322.5876409891551,sharonchung0406,Contributor
0,242.93912643785882,pfrccorreia,Contributor
0,244.75181880282406,frackster,Contributor
0,236.28021965756943,markusian,Contributor
0,87.15627552873843,brandongalbraith,Contributor
0,65.12402830153935,swalia21,Contributor
0,123.91912190751158,tadruj,Contributor
0,31.89968621571759,Shay,Contributor
0,134.82151294431713,TomConnolly,Contributor
0,125.00178344982639,mikeharmer,Contributor
0,78.72434072775464,nussbi,Contributor
0,357.2259908371759,JamieHeuze,Contributor
0,291.1862641203588,miinx,Contributor
0,232.36920215431712,Ryadnov,Contributor
0,34.58073388425926,Gajendrajena,Contributor
0,189.78231361585648,ESWAT,Contributor
0,286.907664588588,mikeduca,Contributor
0,367.01864722935187,joshblack,Contributor
0,207.22375361413194,keenan,Contributor
0,249.8366151577778,drewdhunter,Contributor
0,247.26107700747684,dobsonh,Contributor
0,118.1929853873264,timeless,Contributor
0,124.50016204041665,andreimoment,Contributor
0,87.20351098502314,mjhouse,Contributor
0,57.23627775002315,baragathulla,Contributor
0,69.2422141279861,adit,Contributor
0,30.013144420798614,humphriesj,Contributor
0,28.983466796550925,ahazem,Contributor
0,232.12203995144677,thejspr,Contributor
0,25.056441569409724,saahilld,Contributor
0,368.8089266475578,techbelle,Contributor
0,46.22690325582176,unlimitedfocus,Contributor
0,231.97935771550928,kmbappi,Contributor
0,263.1566892992477,friketrike,Contributor
0,231.86389989844906,downey,Contributor
0,322.48946106164357,stefanifrim,Core
0,123.36338646744213,madradavid,Contributor
0,178.92340540121526,losmontoya,Contributor
0,32.41560570129629,pedrogpiments,Contributor
0,249.83045806362267,patrickjtoy,Contributor
0,247.34362173598382,mchrh,Contributor
0,244.81126482851852,flamekaizar,Contributor
0,246.94084632521992,schmidtric,Contributor
0,202.86110708487269,joeldietz,Contributor
0,180.18971695577548,lucasworcel,Contributor
0,87.31488288793982,jfoucher,Contributor
0,76.48856631377315,govindm,Contributor
0,75.37182178918981,BarryHavenga,Contributor
0,368.8077317517014,Aeip,Contributor
0,62.92565308130787,ndowning,Contributor
0,368.0933312602662,wooyi,Contributor
0,81.49984437337963,rebornix,Contributor
0,59.84265912490741,aherz,Contributor
0,231.9354694246875,lucasgirard,Contributor
0,140.09835401809028,omargourari,Contributor
0,202.86269226899307,doubleshadow,Contributor
0,185.94114047071758,yannrimbaud,Contributor
0,249.80559044689815,verryberrycherry,Contributor
0,321.09802709873844,avgarrison,Contributor
0,246.92985461826387,oscar,Contributor
0,57.97748836657407,EricaFinneyBillings,Contributor
0,273.957947019919,carolethefrench,Contributor
0,193.93179128793983,chrstopherc,Contributor
0,246.22588420854166,adamrights,Contributor
0,181.83635204725695,HelloTiago,Contributor
0,368.9132415853588,noahatkinson,Contributor
0,368.76945919194446,veronica,Contributor
0,368.67177612822917,yopo,Contributor
0,368.5199019881366,bantunesluis,Contributor
0,52.763908894479165,nikjsc,Contributor
0,329.20213044590275,bocramer,Core
0,202.88000275030095,luketoop,Contributor
0,231.96603501016205,Parag,Contributor
0,82.18962335813657,mherren,Contributor
0,249.77593504594907,brunops,Contributor
0,58.970933376921295,cbywater,Contributor
0,44.74418418609954,kopasetik,Contributor
0,251.57283780899303,twodollarz,Contributor
0,277.170030040787,juliafrancesca,Contributor
0,324.11667427898146,anchee,Contributor
0,146.24296235101852,paulbd41,Contributor
0,139.62482638572916,Mizko,Contributor
0,95.63656460398148,totalgeorgie,Contributor
0,202.87539473097223,chriscordle,Contributor
0,2.194501008564815,rodrigovc,Contributor
0,249.67412573221065,jackson,Contributor
0,301.1613119725926,nico8du35,Contributor
0,41.33811082273148,emanuelcoelho1986,Contributor
0,202.8782746886227,Eduardo,Contributor
0,249.67321872131947,Rayray,Contributor
0,13.08896087315972,skalnik,Contributor
0,43.17889817855324,dardo1982,Contributor
0,227.90794371601854,mingaling,Contributor
0,368.5330813295486,catborg,Contributor
0,31.045995910868058,victormier,Contributor
0,368.63820654350695,DiniCardini,Contributor
0,33.66562858243056,rrichardsr3,Contributor
0,246.98630014153935,ronal1102,Contributor
0,80.82392584980325,thelastone,Contributor
0,106.95305998188657,rhuberdeau,Contributor
0,108.45955600532407,cap98,Contributor
0,297.85101432168983,stephaniechamberlain,Core
0,87.14986899471064,bdavisx,Contributor
0,323.44009540458336,majdrup,Contributor
0,266.70527196349536,lokidarkeden,Contributor
0,244.69224415377312,LeoRunning,Contributor
0,288.1862713107407,ryosuke,Contributor
0,231.73765886159723,ideaman1985,Contributor
0,241.81673543545136,jvasudeo,Contributor
0,17.414006125162036,Tshepo,Contributor
0,354.7989321445139,jeffreydeng,Contributor
0,123.71074474092592,jpark,Contributor
0,35.21725655515046,mknott,Contributor
0,134.51559322721064,shankeykapoor,Contributor
0,244.68744046921293,Ahkar,Contributor
0,124.89595083414353,kbaribeau,Contributor
0,202.853974754537,kahny,Contributor
0,131.55790313287036,brandcut,Contributor
0,244.63069624224536,mitch929,Contributor
0,202.87188409609954,usmanity,Core
0,38.01820556723379,cainstudios,Contributor
0,64.62295442969906,sampriti,Contributor
0,137.4451359532639,MickKasperHansen,Contributor
0,59.05828100700231,nazeerdnm1206,Contributor
0,123.58224139833334,tushkiz,Contributor
0,244.04289949107638,emily,Contributor
0,47.11276128716435,vojtechdobes,Contributor
0,124.34230144736111,dm,Contributor
0,56.21045065128472,goatmine,Contributor
0,246.87236844579863,mar4o,Contributor
0,368.06047113797456,forwardslash,Contributor
0,69.33627026155094,ricardojavieralfonzo,Contributor
0,294.88497029212965,vintik,Contributor
0,231.7363992789815,MrDad,Contributor
0,202.85132189302084,alexcharlie,Contributor
0,368.4346648389352,fredrocious,Contributor
0,97.39141906313657,airmed,Contributor
0,58.98218549640046,gillesjac,Contributor
0,267.75218571142364,fortoria,Contributor
0,249.56494976211806,kvothe,Contributor
0,249.57045321443286,fredrikk,Contributor
0,368.78695788315974,kubilayeksioglu,Contributor
0,268.8396598837963,hanli,Contributor
0,193.89562328466434,yelinaung,Contributor
0,49.6704277091088,Rizwanenstien,Contributor
0,76.48764450967592,mjoerg,Contributor
0,28.295638310833333,JamesAlonso,Contributor
0,33.38369213840278,pragmaticivan,Contributor
0,202.82727358890045,crteal,Contributor
0,296.6453460517014,Mike,Contributor
0,202.83223144371527,xuejialu,Contributor
0,193.87140084421296,goelvaibhav,Contributor
0,123.87565136847222,Aerlinger,Contributor
0,249.5491362648727,jeffcarroll,Contributor
0,193.84109174967594,wilfred,Contributor
0,85.1296597834375,VincentMartinet,Contributor
0,69.26250812805556,mherod,Contributor
0,58.98161107420139,lucasgonze,Contributor
0,39.19278627768519,jimiray,Contributor
0,49.66766218152778,tomlynch,Contributor
0,44.71620614111111,Hanx,Contributor
0,0.7167376258333333,williammelody,Contributor
0,32.02515614680556,fabricio,Contributor
0,305.55717386444445,yugendranm,Contributor
0,134.50762891701388,nishakaushik24,Contributor
0,166.45919544959492,davidyuen,Contributor
0,137.4260995791898,shun,Contributor
0,188.54751645796296,glyndot,Contributor
0,231.62563291153936,IVANLI,Contributor
0,244.302135399456,korerysan,Contributor
0,93.77559219207176,super,Contributor
0,348.9124573674537,davemorin,Contributor
0,14.220140946724536,CAldenJacobs,Contributor
0,51.071613656400466,neogeek,Contributor
0,88.22903358362268,micheleprandina,Contributor
0,106.9473022361574,Zokusuji,Contributor
0,30.632496281805555,hemingway,Contributor
0,33.79794574587963,Gexos,Contributor
0,32.308168993530096,thomasschindler,Contributor
0,345.64936325247686,jkeussen,Contributor
0,202.8245161259954,bharatkhatri,Contributor
0,227.87060177458335,Tarek,Contributor
0,227.8684836090972,rlsaylor,Contributor
0,123.34969313027777,pampam69,Contributor
0,323.08495864498843,soss,Contributor
0,249.38049632263886,pabloroman,Contributor
0,300.1100955239352,Pthinker,Contributor
0,31.2760272921875,Brndnw27,Contributor
0,59.0573084253588,kenbolton,Contributor
0,2.1858368980439815,kennethlynne,Contributor
0,33.38458471626158,Tomo,Contributor
0,30.58861427525463,marlonmonroy,Contributor
0,216.0566169155324,apenn01,Contributor
0,48.120673532905094,jasuja,Contributor
0,245.5590006683912,treecode82,Contributor
0,35.7948127549537,suranyami,Contributor
0,121.91731471217594,Adkron,Contributor
0,329.0163222894097,th3cuda,Contributor
0,231.29258693755784,unDemian,Contributor
0,191.96812190199074,allencoded,Contributor
0,232.57935967310186,patrickcurl,Contributor
0,244.13983922722224,alexis,Contributor
0,87.96168200135416,DannyOutlaw,Contributor
0,134.43775544483796,janus1982,Contributor
0,52.19350295340278,vladoms,Contributor
0,26.41281368697917,Skiroid,Contributor
0,76.9296848739699,mofack,Contributor
0,0.7717524809027778,Sevag,Contributor
0,321.9521987966088,colinsjones11,Core
0,272.8585510330787,JasonG,Core
0,231.42461288252315,firatileri,Contributor
0,49.664568323194445,GOPolitico,Contributor
0,368.0340910945602,wodow,Contributor
0,231.41960528913197,kots,Contributor
0,166.3364677154977,iantearle,Contributor
0,8.142240103275464,GoChanaGo,Core
0,249.23074300309025,John01,Contributor
0,298.02104412512733,kmin905,Contributor
0,87.8761598014352,clarkf,Contributor
0,246.60005130077548,shivekkhurana,Contributor
